athlete_name,year,points_earned,event_name,country,profile_url,stance,first_season,age,height(cm),weight(kg),beach,event_region,event_country
Julian Wilson,2019,1330,MEO Pro Portugal,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,30,183,82,Guincho,Cascais,Portugal
Jake Marshall,2022,1330,Oi Rio Pro,United States,https://www.worldsurfleague.com/athletes/3122/jake-marshall,Regular,2011 Men's JR,23,182,74,Itaúna,Saquarena,Brasil
Jesse Mendes,2019,1330,Surf Ranch Pro,Italy,https://www.worldsurfleague.com/athletes/700/jesse-mendes,Goofy,2008 Men's QS,26,186,79,Surf Ranch,"Lemoore, California",USA
Julian Wilson,2021,1330,Billabong Pipe Masters,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,32,183,82,Pipeline,Oahu,"Hawai, USA"
Italo Ferreira,2019,1330,Tahiti Pro Teahupo'o,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,25,168,68,Teahupo'o,Tahiti,French Polynesia
Mick Fanning,2021,1330,Rip Curl Narrabeen Classic,Australia,https://www.worldsurfleague.com/athletes/554/mick-fanning,Regular,1999 Men's CT,40,178,79,Narrabeen,New South Wales,Australia
Jeremy Flores,2021,1330,Rip Curl Narrabeen Classic,France,https://www.worldsurfleague.com/athletes/562/jeremy-flores,Regular,2006 Men's CT,33,173,72,Narrabeen,New South Wales,Australia
Julian Wilson,2021,1330,Rip Curl Narrabeen Classic,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,32,183,82,Narrabeen,New South Wales,Australia
Seth Moniz,2021,1330,Rip Curl Narrabeen Classic,Hawaii,https://www.worldsurfleague.com/athletes/3955/seth-moniz,Regular,2012 Men's JR,24,170,68,Narrabeen,New South Wales,Australia
Miguel Pupo,2021,1330,Rip Curl Narrabeen Classic,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,29,175,73,Narrabeen,New South Wales,Australia
Owen Wright,2021,1330,Rip Curl Narrabeen Classic,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,31,190,81,Narrabeen,New South Wales,Australia
Kolohe Andino,2021,1330,Billabong Pipe Masters,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,27,180,79,Pipeline,Oahu,"Hawai, USA"
Sebastian Zietz,2021,1330,Billabong Pipe Masters,Hawaii,https://www.worldsurfleague.com/athletes/14/sebastian-zietz,Regular,2008 Men's QS,33,183,77,Pipeline,Oahu,"Hawai, USA"
Peterson Crisanto,2021,1330,Rip Curl Narrabeen Classic,Brazil,https://www.worldsurfleague.com/athletes/482/peterson-crisanto,Regular,2008 Men's QS,29,166,72,Narrabeen,New South Wales,Australia
Michel Bourez,2021,1330,Rip Curl Narrabeen Classic,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,35,175,80,Narrabeen,New South Wales,Australia
Jack Freestone,2021,1330,Rip Curl Narrabeen Classic,Australia,https://www.worldsurfleague.com/athletes/2112/jack-freestone,Regular,2010 Men's QS,29,185,86,Narrabeen,New South Wales,Australia
Wade Carmichael,2021,1330,Rip Curl Narrabeen Classic,Australia,https://www.worldsurfleague.com/athletes/2817/wade-carmichael,Regular,2011 Men's JR,28,180,86,Narrabeen,New South Wales,Australia
Mikey Wright,2021,1330,Rip Curl Narrabeen Classic,Australia,https://www.worldsurfleague.com/athletes/3830/mikey-wright,Regular,2012 Men's JR,25,183,80,Narrabeen,New South Wales,Australia
Alex Ribeiro,2021,1330,Rip Curl Narrabeen Classic,Brazil,https://www.worldsurfleague.com/athletes/483/alex-ribeiro,Goofy,2008 Men's QS,31,178,77,Narrabeen,New South Wales,Australia
Caio Ibelli,2022,1330,MEO Pro Portugal,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,29,167,72,Guincho,Cascais,Portugal
Ryan Callinan,2021,1330,Rip Curl Narrabeen Classic,Australia,https://www.worldsurfleague.com/athletes/1760/ryan-callinan,Goofy,2009 Men's QS,29,183,80,Narrabeen,New South Wales,Australia
Barron Mamiya,2022,1330,MEO Pro Portugal,Hawaii,https://www.worldsurfleague.com/athletes/3962/barron-mamiya,Regular,2012 Men's JR,22,175,62,Guincho,Cascais,Portugal
Jadson Andre,2022,1330,MEO Pro Portugal,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,32,170,70,Guincho,Cascais,Portugal
Seth Moniz,2022,1330,MEO Pro Portugal,Hawaii,https://www.worldsurfleague.com/athletes/3955/seth-moniz,Regular,2012 Men's JR,25,170,68,Guincho,Cascais,Portugal
Ethan Ewing,2022,1330,Billabong Pipe Masters,Australia,https://www.worldsurfleague.com/athletes/4133/ethan-ewing,Regular,2012 Men's JR,24,178,77,Pipeline,Oahu,"Hawai, USA"
Griffin Colapinto,2022,1330,Billabong Pipe Masters,United States,https://www.worldsurfleague.com/athletes/3165/griffin-colapinto,Regular,2011 Men's JR,24,178,78,Pipeline,Oahu,"Hawai, USA"
Nat Young,2022,1330,Billabong Pipe Masters,United States,https://www.worldsurfleague.com/athletes/139/nat-young,Goofy,2008 Men's QS,31,180,75,Pipeline,Oahu,"Hawai, USA"
Jake Marshall,2022,1330,Billabong Pipe Masters,United States,https://www.worldsurfleague.com/athletes/3122/jake-marshall,Regular,2011 Men's JR,23,182,74,Pipeline,Oahu,"Hawai, USA"
Kolohe Andino,2022,1330,Billabong Pipe Masters,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,28,180,79,Pipeline,Oahu,"Hawai, USA"
Jake Marshall,2022,1330,Margaret River Pro,United States,https://www.worldsurfleague.com/athletes/3122/jake-marshall,Regular,2011 Men's JR,23,182,74,Main Breack,Margaret River,Australia
Kelly Slater,2022,1330,Margaret River Pro,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,50,175,73,Main Breack,Margaret River,Australia
Kanoa Igarashi,2022,1330,Margaret River Pro,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,25,180,78,Main Breack,Margaret River,Australia
Stuart Kennedy,2021,1330,Rip Curl Rottnest Search,Australia,https://www.worldsurfleague.com/athletes/224/stuart-kennedy,Regular,2008 Men's QS,31,175,73,Rottnest Island,Western Australia,Australia
Jacob Willcox,2021,1330,Rip Curl Rottnest Search,Australia,https://www.worldsurfleague.com/athletes/3047/jacob-willcox,Goofy,2011 Men's JR,24,178,65,Rottnest Island,Western Australia,Australia
Adriano de Souza,2021,1330,Rip Curl Narrabeen Classic,Brazil,https://www.worldsurfleague.com/athletes/13/adriano-de-souza,Regular,2006 Men's CT,34,170,66,Narrabeen,New South Wales,Australia
Deivid Silva,2021,1330,Rip Curl Narrabeen Classic,Brazil,https://www.worldsurfleague.com/athletes/2760/deivid-silva,Goofy,2011 Men's JR,26,168,68,Narrabeen,New South Wales,Australia
Frederico Morais,2019,1330,J-Bay Open,Portugal,https://www.worldsurfleague.com/athletes/1343/frederico-morais,Regular,2008 Men's QS,27,185,81,Supertubes,Jeffreys Bay,South Africa
Jordy Smith,2019,1330,Corona Bali Protected,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,31,190,88,Keramas,Bali,Indonesia
Soli Bailey,2019,1330,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/2824/soli-bailey,Regular,2011 Men's JR,24,183,80,Supertubes,Jeffreys Bay,South Africa
Joan Duru,2019,1330,J-Bay Open,France,https://www.worldsurfleague.com/athletes/621/joan-duru,Goofy,2006 Men's CT,30,177,77,Supertubes,Jeffreys Bay,South Africa
Michael Rodrigues,2019,1330,J-Bay Open,Brazil,https://www.worldsurfleague.com/athletes/2251/michael-rodrigues,Regular,2010 Men's QS,24,175,75,Supertubes,Jeffreys Bay,South Africa
Yago Dora,2019,1330,J-Bay Open,Brazil,https://www.worldsurfleague.com/athletes/3994/yago-dora,Goofy,2012 Men's JR,23,181,77,Supertubes,Jeffreys Bay,South Africa
Conner Coffin,2019,1330,J-Bay Open,United States,https://www.worldsurfleague.com/athletes/1215/conner-coffin,Regular,2008 Men's QS,26,172,76,Supertubes,Jeffreys Bay,South Africa
Wade Carmichael,2019,1330,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/2817/wade-carmichael,Regular,2011 Men's JR,26,180,86,Supertubes,Jeffreys Bay,South Africa
Caio Ibelli,2019,1330,J-Bay Open,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,26,167,72,Supertubes,Jeffreys Bay,South Africa
Griffin Colapinto,2019,1330,J-Bay Open,United States,https://www.worldsurfleague.com/athletes/3165/griffin-colapinto,Regular,2011 Men's JR,21,178,78,Supertubes,Jeffreys Bay,South Africa
Jack Freestone,2019,1330,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/2112/jack-freestone,Regular,2010 Men's QS,27,185,86,Supertubes,Jeffreys Bay,South Africa
Italo Ferreira,2019,1330,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,25,168,68,Keramas,Bali,Indonesia
Seth Moniz,2019,1330,J-Bay Open,Hawaii,https://www.worldsurfleague.com/athletes/3955/seth-moniz,Regular,2012 Men's JR,22,170,68,Supertubes,Jeffreys Bay,South Africa
Julian Wilson,2019,1330,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,30,183,82,Supertubes,Jeffreys Bay,South Africa
Gabriel Medina,2019,1330,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,25,180,77,Keramas,Bali,Indonesia
John John Florence,2019,1330,Corona Bali Protected,Hawaii,https://www.worldsurfleague.com/athletes/199/john-john-florence,Regular,2008 Men's QS,26,186,79,Keramas,Bali,Indonesia
Mikey Wright,2019,1330,Corona Bali Protected,Australia,https://www.worldsurfleague.com/athletes/3830/mikey-wright,Regular,2012 Men's JR,23,183,80,Keramas,Bali,Indonesia
Owen Wright,2019,1330,Corona Bali Protected,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,29,190,81,Keramas,Bali,Indonesia
Jeremy Flores,2019,1330,J-Bay Open,France,https://www.worldsurfleague.com/athletes/562/jeremy-flores,Regular,2006 Men's CT,31,173,72,Supertubes,Jeffreys Bay,South Africa
Wade Carmichael,2021,1330,Billabong Pipe Masters,Australia,https://www.worldsurfleague.com/athletes/2817/wade-carmichael,Regular,2011 Men's JR,28,180,86,Pipeline,Oahu,"Hawai, USA"
Mikey Wright,2021,1330,Billabong Pipe Masters,Australia,https://www.worldsurfleague.com/athletes/3830/mikey-wright,Regular,2012 Men's JR,25,183,80,Pipeline,Oahu,"Hawai, USA"
Seth Moniz,2019,1330,Corona Bali Protected,Hawaii,https://www.worldsurfleague.com/athletes/3955/seth-moniz,Regular,2012 Men's JR,22,170,68,Keramas,Bali,Indonesia
Griffin Colapinto,2019,1330,Corona Bali Protected,United States,https://www.worldsurfleague.com/athletes/3165/griffin-colapinto,Regular,2011 Men's JR,21,178,78,Keramas,Bali,Indonesia
Caio Ibelli,2019,1330,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,26,167,72,Keramas,Bali,Indonesia
Peterson Crisanto,2019,1330,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/482/peterson-crisanto,Regular,2008 Men's QS,27,166,72,Keramas,Bali,Indonesia
Yago Dora,2019,1330,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/3994/yago-dora,Goofy,2012 Men's JR,23,181,77,Keramas,Bali,Indonesia
Deivid Silva,2019,1330,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/2760/deivid-silva,Goofy,2011 Men's JR,24,168,68,Keramas,Bali,Indonesia
Willian Cardoso,2019,1330,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/622/willian-cardoso,Regular,2008 Men's QS,33,179,95,Keramas,Bali,Indonesia
Jadson Andre,2019,1330,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,29,170,70,Keramas,Bali,Indonesia
Ricardo Christie,2019,1330,Corona Bali Protected,New Zealand,https://www.worldsurfleague.com/athletes/314/ricardo-christie,Regular,2008 Men's QS,31,185,84,Keramas,Bali,Indonesia
Alex Ribeiro,2021,1330,Rip Curl Rottnest Search,Brazil,https://www.worldsurfleague.com/athletes/483/alex-ribeiro,Goofy,2008 Men's QS,31,178,77,Rottnest Island,Western Australia,Australia
Wade Carmichael,2021,1330,Rip Curl Rottnest Search,Australia,https://www.worldsurfleague.com/athletes/2817/wade-carmichael,Regular,2011 Men's JR,28,180,86,Rottnest Island,Western Australia,Australia
Jack Freestone,2021,1330,Rip Curl Rottnest Search,Australia,https://www.worldsurfleague.com/athletes/2112/jack-freestone,Regular,2010 Men's QS,29,185,86,Rottnest Island,Western Australia,Australia
Miguel Pupo,2021,1330,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,29,175,73,Main Breack,Margaret River,Australia
Michael Rodrigues,2019,1330,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/2251/michael-rodrigues,Regular,2010 Men's QS,24,175,75,Main Breack,Margaret River,Australia
Ezekiel Lau,2019,1330,Margaret River Pro,Hawaii,https://www.worldsurfleague.com/athletes/1957/ezekiel-lau,Regular,2008 Men's QS,25,186,92,Main Breack,Margaret River,Australia
Joan Duru,2019,1330,Margaret River Pro,France,https://www.worldsurfleague.com/athletes/621/joan-duru,Goofy,2006 Men's CT,30,177,77,Main Breack,Margaret River,Australia
Soli Bailey,2019,1330,Margaret River Pro,Australia,https://www.worldsurfleague.com/athletes/2824/soli-bailey,Regular,2011 Men's JR,24,183,80,Main Breack,Margaret River,Australia
Leonardo Fioravanti,2019,1330,Margaret River Pro,Italy,https://www.worldsurfleague.com/athletes/2656/leonardo-fioravanti,Regular,2011 Men's JR,21,180,80,Main Breack,Margaret River,Australia
Jadson Andre,2019,1330,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,29,170,70,Main Breack,Margaret River,Australia
Ricardo Christie,2019,1330,Margaret River Pro,New Zealand,https://www.worldsurfleague.com/athletes/314/ricardo-christie,Regular,2008 Men's QS,31,185,84,Main Breack,Margaret River,Australia
Conner Coffin,2021,1330,Margaret River Pro,United States,https://www.worldsurfleague.com/athletes/1215/conner-coffin,Regular,2008 Men's QS,28,172,76,Main Breack,Margaret River,Australia
Yago Dora,2021,1330,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/3994/yago-dora,Goofy,2012 Men's JR,25,181,77,Main Breack,Margaret River,Australia
Leonardo Fioravanti,2021,1330,Margaret River Pro,Italy,https://www.worldsurfleague.com/athletes/2656/leonardo-fioravanti,Regular,2011 Men's JR,23,180,80,Main Breack,Margaret River,Australia
Deivid Silva,2021,1330,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/2760/deivid-silva,Goofy,2011 Men's JR,26,168,68,Main Breack,Margaret River,Australia
Adriano de Souza,2021,1330,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/13/adriano-de-souza,Regular,2006 Men's CT,34,170,66,Main Breack,Margaret River,Australia
Ethan Ewing,2021,1330,Margaret River Pro,Australia,https://www.worldsurfleague.com/athletes/4133/ethan-ewing,Regular,2012 Men's JR,23,178,77,Main Breack,Margaret River,Australia
Owen Wright,2021,1330,Margaret River Pro,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,31,190,81,Main Breack,Margaret River,Australia
Caio Ibelli,2021,1330,Rip Curl Rottnest Search,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,28,167,72,Rottnest Island,Western Australia,Australia
Michel Bourez,2021,1330,Margaret River Pro,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,35,175,80,Main Breack,Margaret River,Australia
Wade Carmichael,2021,1330,Margaret River Pro,Australia,https://www.worldsurfleague.com/athletes/2817/wade-carmichael,Regular,2011 Men's JR,28,180,86,Main Breack,Margaret River,Australia
Alex Ribeiro,2021,1330,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/483/alex-ribeiro,Goofy,2008 Men's QS,31,178,77,Main Breack,Margaret River,Australia
Adrian Buchan,2021,1330,Margaret River Pro,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,39,175,75,Main Breack,Margaret River,Australia
Jacob Willcox,2021,1330,Margaret River Pro,Australia,https://www.worldsurfleague.com/athletes/3047/jacob-willcox,Goofy,2011 Men's JR,24,178,65,Main Breack,Margaret River,Australia
Kanoa Igarashi,2022,1330,Rip Curl Pro Bells Beach,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,25,180,78,Bells Beach,Victoria,Australia
Griffin Colapinto,2022,1330,Rip Curl Pro Bells Beach,United States,https://www.worldsurfleague.com/athletes/3165/griffin-colapinto,Regular,2011 Men's JR,24,178,78,Bells Beach,Victoria,Australia
Caio Ibelli,2022,1330,Rip Curl Pro Bells Beach,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,29,167,72,Bells Beach,Victoria,Australia
Jordy Smith,2022,1330,Rip Curl Pro Bells Beach,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,34,190,88,Bells Beach,Victoria,Australia
Kelly Slater,2022,1330,Rip Curl Pro Bells Beach,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,50,175,73,Bells Beach,Victoria,Australia
Barron Mamiya,2022,1330,Rip Curl Pro Bells Beach,Hawaii,https://www.worldsurfleague.com/athletes/3962/barron-mamiya,Regular,2012 Men's JR,22,175,62,Bells Beach,Victoria,Australia
Jake Marshall,2022,1330,Rip Curl Pro Bells Beach,United States,https://www.worldsurfleague.com/athletes/3122/jake-marshall,Regular,2011 Men's JR,23,182,74,Bells Beach,Victoria,Australia
Jadson Andre,2022,1330,Rip Curl Pro Bells Beach,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,32,170,70,Bells Beach,Victoria,Australia
Jesse Mendes,2019,1330,Margaret River Pro,Italy,https://www.worldsurfleague.com/athletes/700/jesse-mendes,Goofy,2008 Men's QS,26,186,79,Main Breack,Margaret River,Australia
Willian Cardoso,2019,1330,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/622/willian-cardoso,Regular,2008 Men's QS,33,179,95,Main Breack,Margaret River,Australia
Deivid Silva,2019,1330,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/2760/deivid-silva,Goofy,2011 Men's JR,24,168,68,Main Breack,Margaret River,Australia
Yago Dora,2019,1330,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/3994/yago-dora,Goofy,2012 Men's JR,23,181,77,Main Breack,Margaret River,Australia
Ethan Ewing,2021,1330,Rip Curl Rottnest Search,Australia,https://www.worldsurfleague.com/athletes/4133/ethan-ewing,Regular,2012 Men's JR,23,178,77,Rottnest Island,Western Australia,Australia
Ryan Callinan,2021,1330,Rip Curl Rottnest Search,Australia,https://www.worldsurfleague.com/athletes/1760/ryan-callinan,Goofy,2009 Men's QS,29,183,80,Rottnest Island,Western Australia,Australia
Deivid Silva,2021,1330,Rip Curl Rottnest Search,Brazil,https://www.worldsurfleague.com/athletes/2760/deivid-silva,Goofy,2011 Men's JR,26,168,68,Rottnest Island,Western Australia,Australia
Frederico Morais,2021,1330,Rip Curl Rottnest Search,Portugal,https://www.worldsurfleague.com/athletes/1343/frederico-morais,Regular,2008 Men's QS,29,185,81,Rottnest Island,Western Australia,Australia
Kanoa Igarashi,2021,1330,Rip Curl Rottnest Search,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,24,180,78,Rottnest Island,Western Australia,Australia
Griffin Colapinto,2021,1330,Rip Curl Rottnest Search,United States,https://www.worldsurfleague.com/athletes/3165/griffin-colapinto,Regular,2011 Men's JR,23,178,78,Rottnest Island,Western Australia,Australia
Filipe Toledo,2021,1330,Rip Curl Rottnest Search,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,26,175,70,Rottnest Island,Western Australia,Australia
Adriano de Souza,2019,1330,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/13/adriano-de-souza,Regular,2006 Men's CT,32,170,66,Itaúna,Saquarena,Brasil
Ricardo Christie,2019,1330,Oi Rio Pro,New Zealand,https://www.worldsurfleague.com/athletes/314/ricardo-christie,Regular,2008 Men's QS,31,185,84,Itaúna,Saquarena,Brasil
Jadson Andre,2019,1330,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,29,170,70,Itaúna,Saquarena,Brasil
Soli Bailey,2019,1330,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/2824/soli-bailey,Regular,2011 Men's JR,24,183,80,Itaúna,Saquarena,Brasil
